BUS_STOP_CD	BUS_STOP_NM	Latitude	Longitude
TBLEA	TABELA\n		
TBLA	TABELA		
TBLTT	TABELA		
TBNPR	TABEN		
TBRWNL	TABERWADI		
TBAM	TABOR ASHRAM		
TBRNKB	TABURANI FATA		
TAHDI	TACHEWADI		
TCNONSK	TACHNO FORCE		
TDBOMP	TAD BORGAON		
TDBOPP	TAD BORGAON		
TDHAPJ	TAD HADGAON		
TDJNRJ	TAD JINSI		
TADPADA	TAD PADA		
TDPAPP	TAD PANGARI		
TDPAGPR	TAD PANGRI		
TDTOMG	TAD TOLI		
TADVS	TAD VASTI		
TADAPJL	TADA		
TDAN	TADA ARJUN		
TDCAPJT	TADACHA PADA		
TDHIWD	TADACHI WADI		
TDGAAJ	TADAGAON		
TDGANGIJ	TADAGAON		
TDHGHAJ	TADAHTGOH		
TDKA	TADAK FATA		
TDKAFSD	TADAKA FATA		
TDLA	TADALA		
TADALI	TADALI		
TADALIBCA	TADALI		
TDORNK	TADALI OCTROI NAKA		
TDLAMB	TADALWADI		
TDLARJ	TADALWADI		
TDLWGP	TADALWADI		
TDMA	TADAMAL FATA		
TDPKW	TADAP		
TDPMW	TADAP		
TDPA	TADAP FATA		
TDSGN	TADASGAON		
TAALE	TADAVALE		
TDVAKS	TADAVALE		
TDVAKSA	TADAVALE		
TDLEFT	TADAVALE FATA		
TDWLOO	TADAWALA		
TADW	TADAWALE		
TDWABS	TADAWALE		
TDWAOO	TADAWALE		
TADF	TADAWALE FATA		
TAOON	TADBORGAON		
TRGNM	TADBORGAON		
TADJTS	TADDEWADI		
TDDWDI	TADDEWADI		
TADE	TADE		
TADEVS	TADE VASTI		
TAEON	TADEGAON		
TDGAN	TADEGAON		
TEDIVS	TADEWADI VASTI		
TDANBG	TADGAON		
TDAO	TADGAON		
TDAOKBO	TADGAON		
TDAOLL	TADGAON		
TDAOMB	TADGAON		
TDAOSIR	TADGAON		
TDGAON	TADGAON		
TDGN	TADGAON		
TDUAP	TADGUR		
TDADA	TADHADGAON		
TDADAGIJ	TADHADGAON		
TDGNFT	TADHADGAONFATA		
TRGA	TADHIPPARGA		
TADIL	TADIL		
TDLDOR	TADIL MOHLLA		
TDYLDT	TADIYALE		
TDKLAP	TADKAL		
TDALPP	TADKALAS		
TDHLDN	TADKHEL		
TDHLMN	TADKHEL		
TDIOO	TADKI		
TDAPUL	TADLAPUR		
TDIMPP	TADLIMBALA		
TDIFTPP	TADLIMLA FATA		
TDALF	TADMAL FATA		
TDMD	TADMOD		
TDUGNL	TADMUGALI		
TDBA	TADOBA		
TDOBA	TADOBA		
TDBAFT	TADOBA FATA		
TADOLA	TADOLA		
TDLAAIB	TADOLA		
TDLAKAR	TADOLA		
TDLALL	TADOLA		
TDLPB	TADOLI		
TDGUJ	TADPADA		
TDALEG	TADPALLI/MKD FATA		
TAOX	TADPIMPALGAON X RD.		
TDIPGAR	TADPIMPALGAON X RD.		
TAPI	TADPIMPRI X RD.		
TDICG	TADRI		
TADSAR	TADSAR		
TDR	TADSAR		
TSHSC	TADSAR HIGH SCHOOL		
TDANABS	TADSAUNDANE		
TDAWGY	TADSAWALI		
TDHCK	TADSHINHAL		
TDICK	TADSHINHAL FATA		
TDONABDB	TADSONNA		
TDONA	TADSONNA FATA		
TDONBB	TADSONNA X RD.		
TDLAIRS	TADUL WADI		
TDLASAS	TADUL WADI		
TAUDI	TADULWADI		
TDLWAA	TADULWADI		
TDLWD	TADULWADI		
TDETN	TADVE		
TDAFCC	TADWA FATA		
TDWDF	TADWADI FATA		
TDWL	TADWAL		
TDWA	TADWAL RLY. STN.		
TDALOO	TADWALA		
TDWLA	TADWALA		
TAWLE	TADWALE		
TAWLEKSN	TADWALE		
TDAABS	TADWALE FATA		
TWLEFT	TADWALE FATA		
TGCIA	TAGACHIWADI		
TGDGOSB	TAGADGAON		
TGDHLAB	TAGADKHEL		
TGDKE	TAGADKHEL X RD.		
TGDPL	TAGADPALLY		
TGRNL	TAGAR KHEDA		
TGRA	TAGAR WADI		
TGRKNLT	TAGARKHEDA		
TGRKRD	TAGARKHEDA X RD		
TGAMN	TAGYAL		
THKLMB	TAHAKAL MAHA		
THKLBJ	TAHAKALI		
THKLCJ	TAHAKALI		
THKLI	TAHAKALI		
THKLBJUL	TAHAKALI FATA		
THKLMJ	TAHAKALI FATA		
TAARI	TAHAKARI		
TTHKAA	TAHAKARI		
THKR	TAHAKARI FATA		
THNCPR	TAHANLI		
TARD	TAHARABAD		
THRBD	TAHARABAD		
THRBDRAR	TAHARABAD		
THRBDSD	TAHARABAD		
THRBDVAD	TAHARABAD		
THFTH	TAHARPUR FATA		
THSSN	TAHASALI FATA		
THSO	TAHASHILDAR OFFICE		
THSIL	TAHASIL		
THSLDW	TAHASIL		
THSLKY	TAHASIL		
THSIKBY	TAHASIL / BABHULGAON FATA		
THSIDW	TAHASIL CHOWK		
THSIAB	TAHASIL OFFICE		
THSIBC	TAHASIL OFFICE		
THSIDIW	TAHASIL OFFICE		
THSIHH	TAHASIL OFFICE		
THSIKH	TAHASIL OFFICE		
THSITG	TAHASIL OFFICE		
THSIWW	TAHASIL OFFICE		
THSLBN	TAHASIL OFFICE		
TLOF	TAHASIL OFFICE		
TSOC	TAHASIL OFFICE		
THSIKG	TAHASIL OFFICE KURKHEDA		
TOI	TAHASIL OFFICE PARSEONI		
THSI	TAHASIL POLICE STN.		
TAAKDS	TAHASILDAR OFFICE		
TAASIK	TAHASILDAR OFFICE		
TSOF	TAHASILDAR OFFICE		
TSOFRKL	TAHASILDAR OFFICE		
TSOFSSN	TAHASILDAR OFFICE		
THRANSK	TAHERI FARM FATA		
THSL	TAHESIL		
THACA	TAHKARCHA VASTI		
THWD	TAHMANKAR WADI		
THAGAR	TAHNALI		
THAEV	TAHRATE VASTI		
TAHSHIL	TAHSHIL		
TAHSIL	TAHSIL		
TAHSILK	TAHSIL		
THILAH	TAHSIL		
THILSH	TAHSIL		
TSLKLY	TAHSIL KARYALAYA		
THIFA	TAHSIL OFFICE		
TLOCMCA	TAHSIL OFFICE		
TILB	TAI		
TAIFTLB	TAI FATA		
TAIFTPB	TAI FATA		
TIAMN	TAIBAI TANDA		
TGHT	TAIGHAT		
TIKHD	TAIKHEDA		
TLBILFT	TAIL BAIL FATA		
TLILGN	TAILBAIL GAON		
TIPDPT	TAILPADA		
TIAPKR	TAINAPUR		
TJLN	TAJ		
TJMALNR	TAJ MAHAL		
TJMLJR	TAJ MAHAL HOTAL		
TJGO	TAJAGAON		
TAUR	TAJAPUR		
TJBG	TAJBAG		
TJAMP	TAJE		
TMAHALNR	TAJMAHAL		
TJALJR	TAJMAHAL HOTEL		
TJHT	TAJMAHAL HOTEL		
TJMHTL	TAJMAHAL HOTEL		
TJAA	TAJNA GAON		
TJAUE	TAJNAPURE		
TJPR	TAJPUR		
TJPNLLT	TAJPUR PATI		
TJUISD	TAJPURI		
TKFTPP	TAK FATA		
TMDR	TAK MANDIR		
TMRMD	TAK MARUTI MANDIR		
TAKA	TAKA		
TAKACCA	TAKA		
TKA	TAKA		
TKAL	TAKA		
TKGB	TAKA		
TAKAFT	TAKA FATA		
TAKAFTCCA	TAKA FATA		
TKFT	TAKA FATA		
TKFTPA	TAKA FATA		
TKGOAAL	TAKA GAON		
TKAALA	TAKA PATI		
TKINNSS	TAKA VILLAGE		
TKBSA	TAKABU		
TKDMDRA	TAKADE BOUDHVADI		
TAKADIAAO	TAKADI		
TKDBC	TAKADI		
TKDMP	TAKADI		
TKDINN	TAKADLI		
TKDINNGG	TAKADLI POLICE LINE		
TKLZY	TAKAL		
TKLASRB	TAKAL WADI		
TKLE	TAKALE		
TKLRNR	TAKALE		
TKLSGR	TAKALE DUKAN		
TKWS	TAKALE WASTI		
TKLGAB	TAKALGAON		
TKLGAH	TAKALGAON		
TKLGAL	TAKALGAON		
TKLGCL	TAKALGAON		
TKLGNN	TAKALGAON		
TKLGO	TAKALGAON		
TKLGRL	TAKALGAON		
TKLGOPIP	TAKALGAON FATA		
TKLGPP	TAKALGAVAN TANDA		
TLHT	TAKALGHAT		
TGATFT	TAKALGHAT FATA		
TKLGA	TAKALGHAT FATA		
TLATFTH	TAKALGHAT FATA		
TKLFT	TAKALGHAT LEFT FATA		
TKLGPPST	TAKALGHAT PICKUP SHEET		
TKLGANRN	TAKALGHAT ROAD		
TKLWST	TAKALGHATWASTI		
TKLFTNN	TAKALGON FATA		
TKLUJC	TAKALGUDA		
JUJP	TAKALI		
TAKAL	TAKALI		
TAKALI	TAKALI		
TAKALIBLD	TAKALI		
TAKALIC	TAKALI		
TAKALIMP	TAKALI		
TAKALINN	TAKALI		
TAKALIY	TAKALI		
TAKLI	TAKALI		
TALKAR	TAKALI		
TKAAMAM	TAKALI		
TKABLBL	TAKALI		
TKL	TAKALI		
TKLAAR	TAKALI		
TKLAKS	TAKALI		
TKLBJ	TAKALI		
TKLDA	TAKALI		
TKLDNGN	TAKALI		
TKLIAO	TAKALI		
TKLIBA	TAKALI		
TKLIBC	TAKALI		
TKLIBN	TAKALI		
TKLIBO	TAKALI		
TKLICB	TAKALI		
TKLIDY	TAKALI		
TKLIKR	TAKALI		
TKLIKW	TAKALI		
TKLIMA	TAKALI		
TKLIMY	TAKALI		
TKLINY	TAKALI		
TKLIPIA	TAKALI		
TKLIPP	TAKALI		
TKLIPY	TAKALI		
TKLIRY	TAKALI		
TKLISL	TAKALI		
TKLIWY	TAKALI		
TKLIZY	TAKALI		
TKLKARR	TAKALI		
TKLMJ	TAKALI		
TKLMS	TAKALI		
TKLNN	TAKALI		
TKLNNIN	TAKALI		
TKLOO	TAKALI		
TKLPO	TAKALI		
TKLPP	TAKALI		
TKLPYV	TAKALI		
TKLSAR	TAKALI		
TKLSC	TAKALI		
TKLSKL	TAKALI		
TKLSP	TAKALI		
TKLSW	TAKALI		
TLK	TAKALI		
TTKLMN	TAKALI		
TKLIW	TAKALI / WATKHEDA CHOWK		
TKLMPA	TAKALI AMBAD		
TKLDN	TAKALI BAGAN		
TKLH	TAKALI BHAN		
TKLIDN	TAKALI BUDRUK		
TKLAMS	TAKALI CHOWK		
TCBKC	TAKALI CHOWK/BHIMA KAR.CHOWK		
TKLADW	TAKALI DARNE		
TAHW	TAKALI DHOKESHWAR		
TKDW	TAKALI DOKESHWAR		
TKLAA	TAKALI FATA		
TKLADP	TAKALI FATA		
TKLAMP	TAKALI FATA		
TKLFB	TAKALI FATA		
TKLFTHW	TAKALI FATA		
TKLFTMY	TAKALI FATA		
TKLFTY	TAKALI FATA		
TKLIF	TAKALI FATA		
TKLIFNRN	TAKALI FATA		
TKLIFTK	TAKALI FATA		
TKLNY	TAKALI FATA		
TLF	TAKALI FATA		
TLFBB	TAKALI FATA		
TLFSCA	TAKALI FATA		
TKLIBB	TAKALI FATA RIGHT		
TKLMB	TAKALI FATA.		
TKLADPA	TAKALI GAON		
TKLIG	TAKALI GAON		
TKLGDK	TAKALI GHADEKAR		
TKLA	TAKALI HAJI		
TKLKHD	TAKALI KHODE		
TKLISW	TAKALI KITE		
TKLAGB	TAKALI LAMAN TANDA		
TKLIMB	TAKALI LAMANTANDA		
TKLAPAR	TAKALI MAHANUR		
TKMN	TAKALI MANDIR		
TKLMNRA	TAKALI MANUR		
TKLMN	TAKALI NEW		
TKLMNKN	TAKALI OLD		
TKLOLD	TAKALI OLD		
TAKPD	TAKALI PADA		
TKLITB	TAKALI PIPLA		
TKATMBA	TAKALI PIPRA		
TKLINN	TAKALI POLICE LINE		
TKLDGB	TAKALI RD.		
TKLIRDW	TAKALI ROAD CHOWK		
TKSK	TAKALI SIKNDAR		
TKLISMLFT	TAKALI SIMPI FATA		
TKLTND	TAKALI TANDA		
TKLIV	TAKALI VASTI		
TKLANSK	TAKALI VASTI / AMBEDKAR RD.		
TAAX	TAKALI X RD.		
TKLDAB	TAKALI X RD.		
TKLIX	TAKALI X RD. / TANDA		
TLXRD	TAKALI X ROAD		
TKLIAKR	TAKALI/BORDER		
TKLAKA	TAKALI/VADI		
TKLBAA	TAKALIBAN		
TKLBN	TAKALIBAN		
TKLBM	TAKALIBHIMA		
TKLGN	TAKALIGAON		
TKLPDNN	TAKALIPADA		
TAKD	TAKALIWADI		
TKWDR	TAKALKHOPA		
TKLFTJP	TAKALKHOPA FATA		
TKLMY	TAKALMIYA FATA		
TKLAAP	TAKALPALLI		
TKLSNAIB	TAKALSING		
TKLSN	TAKALSING FATA		
KAKLWD	TAKALVADE		
TAKL	TAKALWADI		
TAKHI	TAKALWAHI		
TKPLCC	TAKAPALLI		
TKRI	TAKARI		
TKRIPSN	TAKARI		
TKAI	TAKARI RLY. STN.		
TKAIPSN	TAKARI RLY. STN.		
TKRKDB	TAKARKHADE		
TKRKMB	TAKARKHED		
TRHDCBL	TAKARKHED		
TKRFTDB	TAKARKHED FATA		
TREDFT	TAKARKHED FATA		
TKRKCB	TAKARKHED HELAGE		
TKRHBB	TAKARKHED HELGA.		
TKRAA	TAKARKHEDA		
TKRD	TAKARKHEDA		
TKRDA	TAKARKHEDA		
TKRDB	TAKARKHEDA		
TKRHDAA	TAKARKHEDA		
TKRHDAW	TAKARKHEDA		
TKRHDJ	TAKARKHEDA		
TKRHDSN	TAKARKHEDA		
TKRHJJ	TAKARKHEDA		
TKRHSBL	TAKARKHEDA		
TKRHYJ	TAKARKHEDA		
TKRKESN	TAKARKHEDA		
TKRKKB	TAKARKHEDA		
TRDAB	TAKARKHEDA		
TAHF	TAKARKHEDA FATA		
TAHFJJL	TAKARKHEDA FATA		
TKRBA	TAKARKHEDA FATA		
TKRKE	TAKARKHEDA FATA		
TRMR	TAKARKHEDA MORE		
TKRCA	TAKARKHEDA PURNA		
TKRLRN	TAKARLI		
TKRVAN	TAKARVAN		
TAKR	TAKARWADI		
TKRFTMB	TAKARWADI FATA		
TKRWN	TAKARWAN		
TKRAAB	TAKARWAN TANDA		
TKASK	TAKAVADE		
TKVMDR	TAKAVALI		
TAVALMNR	TAKAVALI BOUDHVADI		
TAKAVE	TAKAVE		
TAADI	TAKAWADI		
TKWN	TAKAWAN		
TKMLR	TAKAYACHA MAL		
TYM	TAKAYACHA MAL		
TABM	TAKBHATE MALA		
TKDI	TAKDI		
TKISN	TAKDI		
TKIHNA	TAKDIBHAN		
TKDGN	TAKDOGAON		
TAKE	TAKE		
TAKEKST	TAKE		
TKASTN	TAKE HARSH		
THPD	TAKE HARSH PADA		
TKKN	TAKE KOND		
TKSGR	TAKE KOND BAG		
TKAAL	TAKE PATI		
TAKETM	TAKE TEMPLE		
TKVST	TAKE VASTI		
TKIIN	TAKE VILL.		
TKVG	TAKE VILLEGE		
TAKEWD	TAKE WADI		
TEWASNR	TAKE WADI		
TAKED	TAKED		
TTKDIN	TAKED BD.		
TKDFT	TAKED FATA		
TKDIN	TAKED FATA		
TDKN	TAKED KUND		
TKDPNSK	TAKED PARDESWADI		
TEDEMNR	TAKEDE		
TKEEMNRT	TAKEDE FATA		
TKGOB	TAKEGAOB FATA		
TKHIN	TAKEHARASH		
TKHTN	TAKEHARSH		
TAEAL	TAKEMAL		
TKTIN	TAKET FATA		
TKVRAR	TAKEVADI		
TAEDI	TAKEWADI		
TKWDOR	TAKEWADI		
TKWKKS	TAKEWADI		
TKWLJR	TAKEWADI AMBA		
TWSL	TAKEWADI SCHOOL		
TKWAMS	TAKEWASTI		
TKHDI	TAKHADI		
TKAIMJ	TAKHALI VILLAGE		
TKARNR	TAKHARE FARM		
TKAIF	TAKHARI FATA		
TAKI	TAKI		
TAKIMNN	TAKI		
TISNR	TAKI		
TK	TAKI		
TKAIP	TAKI		
TKLJR	TAKI		
TKRNR	TAKI		
TKGO	TAKI GAON		
TAKC	TAKICHIWADI		
TAION	TAKIGAON		
TILSAR	TAKIL		
TKLFTBA	TAKIL FATA		
TKMY	TAKIMIYA FATA		
TKNAAPT	TAKINAKA		
TTHR	TAKIPATHAR		
TKWAIBIT	TAKIWALI FATA		
TKANN	TAKKAME FATA		
TKKWDRTG	TAKKEWAD		
TKADR	TAKKYACHA MAL		
TKLB	TAKLA		
TKLTL	TAKLA TOLI		
TKEAAA	TAKLE		
TKEVS	TAKLE VASTI		
TKLHJ	TAKLEHAJI		
TAKLIB	TAKLI		
TAKLIHGT	TAKLI		
TAKLIKA	TAKLI		
TAKLINN	TAKLI		
TKIAB	TAKLI		
TKIAMS	TAKLI		
TKIASS	TAKLI		
TKIBRA	TAKLI		
TKICB	TAKLI		
TKIDA	TAKLI		
TKIDL	TAKLI		
TKIJJ	TAKLI		
TKIJP	TAKLI		
TKIKAR	TAKLI		
TKILL	TAKLI		
TKIMB	TAKLI		
TKIMN	TAKLI		
TKIMY	TAKLI		
TKINA	TAKLI		
TKINB	TAKLI		
TKIPR	TAKLI		
TKISB	TAKLI		
TKITA	TAKLI		
TKIUL	TAKLI		
TKIWC	TAKLI		
TKLGND	TAKLI		
TKLI	TAKLI		
TKLIAA	TAKLI		
TKLIB	TAKLI		
TKLIPA	TAKLI		
TKLIPRB	TAKLI		
TKLKAR	TAKLI		
TLIKAR	TAKLI		
TTKICJ	TAKLI		
TKIPPR	TAKLI (KUMBHKARN)		
TATWD	TAKLI ANTOOR WADI		
TKBN	TAKLI BHAN		
TKIBA	TAKLI BHAN		
TKLISA	TAKLI BHAVAN		
TKLD	TAKLI DHOKESHWAR		
TKIDHO	TAKLI DHOKESHWER FATA		
TKIDO	TAKLI DHOKLESHWAR		
TAOK	TAKLI DOKHESHWAR		
TKIDN	TAKLI FATA		
TKIFT	TAKLI FATA		
TKIFTBA	TAKLI FATA		
TKIFTPAR	TAKLI FATA		
TKIFTSB	TAKLI FATA		
TKINAZ	TAKLI FATA		
TKLIFT	TAKLI FATA		
TKLIFTA	TAKLI FATA		
TKLIFTP	TAKLI FATA		
TKINN	TAKLI FHATA		
TLGXXD	TAKLI GHATNANDRA X RD.		
TKIHG	TAKLI HAGI		
TKIKZ	TAKLI KAZI		
TKIKA	TAKLI KHATGAON		
TKIKUBA	TAKLI KHUJBOD		
TKLM	TAKLI LAMANTANDA		
TKILN	TAKLI LONAR		
TML	TAKLI MAL		
TKIA	TAKLI MANOOR FATA		
TKLWR	TAKLI NILWARN		
TKIKB	TAKLI PATI		
TKIPP	TAKLI PATI		
TKPT	TAKLI PHATA		
TALNN	TAKLI POLICE LINE		
TKINNGP	TAKLI POLICE STN.		
TKIO	TAKLI ROAD		
TKLGJ	TAKLI SAGAJ		
TKISJ	TAKLI SNJ FATA		
TKTN	TAKLI TANDA		
TKIINN	TAKLI VILLAGE FATA		
TKW	TAKLI WADOD		
TAKLIXRD	TAKLI X RD.		
TAKX	TAKLI X RD.		
TKIAOO	TAKLI X RD.		
TKLIXRD	TAKLI X RD.		
TKIS	TAKLI, SAWARPIMPALGAON		
TTKISA	TAKLIBHAN		
TKJI	TAKLIKAJI		
TKIIA	TAKLIMIYA		
TKIIARAR	TAKLIMIYA BAZAR		
TKLIIAANG	TAKLIMIYA STN.		
TKIVSB	TAKLIVIRO		
TKLLI	TAKLLI		
TKODW	TAKMOD WADI		
TKRF	TAKNI KHANDALA RD. FATA		
TKAHDAJ	TAKRAKHADA		
TKRRD	TAKRALA X RD		
TAWI	TAKRARWADI		
TKOAMW	TAKTODA		
TKOARW	TAKTODA		
TKODSH	TAKTODA		
TKOD	TAKTODA FATA		
TKBWDI	TAKUBAICHIWADI		
TKGUJ	TAKUPADA		
TKRA	TAKUR WADI		
TKURWD	TAKUR WADI		
TKRHAJ	TAKURKHEDA B.P.		
TAKU	TAKURWADI		
TKEAMP	TAKVE		
TKVE	TAKVE		
TKIITO	TAKVIKI		
TAWDECJL	TAKWADE		
TKADSI	TAKWADE		
TKGI	TAKWGAIB		
TKIKTO	TAKWIKI		
TAYC	TAKYACHA MALA		
TKADN	TAKYANCHAPADA		
TKESGR	TAKYEKOND DATTAMANDIR		
TLBMT	TAL		
TALA	TALA		
TLDW	TALA DEWOLWADI		
TLFT	TALA FATA		
TLWDKDA	TALA WADI		
TLBLB	TALAB		
TLABFT	TALAB FATA		
TAAC	TALACHIWADI		
TLEGO	TALAEGAON FATA		
TLASIBL	TALAGAON		
TLGFTSB	TALAGAON FATA		
TLIAK	TALAI		
TLIAN	TALAI		
TLIEJL	TALAI		
TLIUKN	TALAIGUDA		
TLKEMJ	TALAKHED		
TLKEMJKL	TALAKHEDA		
TLKAJP	TALAKHI		
TLKFT	TALAKHORI FATA		
TLKKAR	TALAKONI		
TKLIRJAPR	TALALI RAJAPUR		
TLMBPD	TALAMBHAPADA		
TNGE	TALANDAGE		
TAADHK	TALANDAGE SCHOOL		
TLDHK	TALANDGE FATA		
TLNHN	TALANG		
TLNMS	TALANG X RD.		
TAAG	TALANGWADI		
TLNAMS	TALANGWADI		
TALANIS	TALANI		
TLN	TALANI		
TLNDW	TALANI		
TLNIAL	TALANI		
TLNIBN	TALANI		
TLNIMB	TALANI		
TLNNA	TALANI		
TLNNN	TALANI		
TLNSAR	TALANI		
TLNSR	TALANI		
TLNFTNN	TALANI FATA		
TLNIF	TALANI FATA		
TLNK	TALANI NAKA		
TLNMVS	TALANI POOL		
TLAASLT	TALANI TANDA		
TLNNNNN	TALANI X RD.		
TLNAA	TALANI/WASANI		
TLOCA	TALAO FATA		
TLPL	TALAO PALI		
TLPEWD	TALAPE WADI		
TLRMPA	TALARAM MATH		
TSDE	TALASANDE		
TASF	TALASANDE FATA		
TLSR	TALASARI		
TLSAI	TALASARI DAVA ROAD		
TLSAIDUT	TALASARI FATA		
TLSAITIT	TALASARI GAON		
TLSAIJRT	TALASARI ROAD		
TLSRITIT	TALASARI ROAD		
TAFF	TALASARI TAHASIL OFFICE		
TLSRTT	TALASARI X RD.		
TAHI	TALASHI		
TLSRK	TALASHI FATA		
TLSHLK	TALASHI HIGHT SCHOOL		
TLSHL	TALASHIL		
TSDA	TALASWADA		
TSDI	TALASWADI		
TLTOFC	TALATHI OFFICE		
TOC	TALATHI OFFICE		
TAAKAS	TALAV		
TAAMNS	TALAV		
TAASIS	TALAV		
TALAV	TALAV		
TALAVWSN	TALAV		
TLGUJ	TALAV		
TLV	TALAV		
TLVAS	TALAV		
TLVKS	TALAV		
TLVPRJ	TALAV		
TLVPT	TALAV		
TLVSRB	TALAV		
TLVVAR	TALAV		
TLVA	TALAV FATA		
TAAJTS	TALAV FATI		
TLGT	TALAV GET		
TLVPDNN	TALAV PADA		
TLVASS	TALAV PATI		
TLR	TALAV RD.		
TLVO	TALAV ROAD		
TLVADA	TALAV X RD.		
TLVDMT	TALAVADA		
TAAV	TALAVADE		
TLVAHP	TALAVADE		
TLAV	TALAVADE AMBA SALVI STOP		
TLFN	TALAVADE FANWADI		
TVMRMD	TALAVADE MARUTI MANDIR		
TVSH	TALAVADE SAHAN		
TLUL	TALAVADE UPALEWADI		
TLVDCJ	TALAVADI		
TLVDI	TALAVADI		
TLVDSN	TALAVADI		
TLVDTN	TALAVADI		
TLVLIL	TALAVALI		
TLVLJT	TALAVALI		
TLVLK	TALAVALI		
TLVLTT	TALAVALI		
TLVLVT	TALAVALI		
TLBRWD	TALAVALI BRAHMIN WADI		
TVDN	TALAVALI DISPENSARY		
TAVALGHR	TALAVALI DISPENSARY FATA. OUT		
TLAAGRRT	TALAVALI DISPENSARY FATA.IN		
TLFTL	TALAVALI FATA		
TLVAIVK	TALAVALI PADA		
TAVS	TALAVALI SCHOOL		
TLVT	TALAVAT		
TAVW	TALAVATKARWADI		
TLVIAN	TALAVDI		
TLVI	TALAVI		
TALV	TALAVLI		
TAVLIGHR	TALAVLI		
TLVGAR	TALAVLI BAGKAR		
TLWHW	TALAW		
TLWAAVK	TALAWADA		
TLWAAMAT	TALAWADA FATA		
TLVRFT	TALAWADA VIKRAMGAD FATA		
TLWAADUT	TALAWADA-VIKRAMGAD FATA		
TLWAAVDT	TALAWADA-VIKRAMGAD FATA		
TLWAA	TALAWADA/VIKRAMGAD FATA		
TLWAD	TALAWADE		
TLWDKR	TALAWADE		
TLWDMR	TALAWADE		
TLAALJRT	TALAWADE AMBA		
TLWRAR	TALAWADE BHAT WADI		
TADT	TALAWADE FATA		
TAWADLNR	TALAWADE FATA		
TLWAE	TALAWADE FATA		
TLWAESNR	TALAWADE FATA		
TLWAVNS	TALAWADE GATE		
TLJNSC	TALAWADE JANATA SCHOOL		
TLAAVUSH	TALAWADE MANDIR		
TLWKKS	TALAWADE MANDIR		
TLPB	TALAWADE PARABWADA		
TLWSAS	TALAWADE PARABWADA		
TADV	TALAWADE SALVI STOP		
TLWDFT	TALAWADEFATA		
TDRW	TALAWADI RAOWADI		
TLWAGUJ	TALAWALI		
TLWLR	TALAWALI		
TLWLRR	TALAWALI		
TLWLVT	TALAWALI		
TLWVGS	TALAWANE RIVER		
TLNESC	TALAWANE SCHOOL		
TLWAAPT	TALAWPADA		
TLWAKAR	TALAWWADI		
TLADTPJ	TALBAND TANDA		
TLBGH	TALBHOG		
TLBD	TALBID		
TLBDFT	TALBID FATA		
TVD	TALDEV		
TLUWCJ	TALDULWADI		
TLUWPJ	TALDULWADI		
TALENSK	TALE		
TALEQ	TALE		
TALEQAT	TALE		
TALEQMSN	TALE		
TEKER	TALE		
TL	TALE		
TLDGS	TALE		
TLGAR	TALE		
TLRAR	TALE		
TALE	TALE BAZAR		
TLKDR	TALE DISPENSARY		
TALK	TALE KANALE		
TLKN	TALE KANALE		
TLPM	TALE PIMPALGAON		
TLVST	TALE VASTI		
TLEWD	TALE WADI		
TLWDTRN	TALE WADI		
TALC	TALECHWADI		
TLGA	TALEGAO FATA		
TLGANN	TALEGAO FATA		
TLGATRN	TALEGAO FATA		
DIDN	TALEGAON		
MOMA	TALEGAON		
SASA	TALEGAON		
TALG	TALEGAON		
TALGT	TALEGAON		
TEGTNN	TALEGAON		
TGNPNE	TALEGAON		
TLEGN	TALEGAON		
TLEGVA	TALEGAON		
TLGAAA	TALEGAON		
TLGAAL	TALEGAON		
TLGADLT	TALEGAON		
TLGADY	TALEGAON		
TLGAKY	TALEGAON		
TLGALL	TALEGAON		
TLGAMJL	TALEGAON		
TLGAN	TALEGAON		
TLGANADJ	TALEGAON		
TLGANGIJ	TALEGAON		
TLGANPIB	TALEGAON		
TLGANTR	TALEGAON		
TLGAPB	TALEGAON		
TLGASB	TALEGAON		
TLGASLT	TALEGAON		
TLGAUL	TALEGAON		
TLGAW	TALEGAON		
TLGAYYV	TALEGAON		
TLGCA	TALEGAON		
TLGCJ	TALEGAON		
TLGDA	TALEGAON		
TLGNN	TALEGAON		
TLGO	TALEGAON		
TLGOHN	TALEGAON		
TLGOJJ	TALEGAON		
TLGONAIB	TALEGAON		
TLGOUN	TALEGAON		
TLGOYJ	TALEGAON		
TLGWRD	TALEGAON		
TTEON	TALEGAON		
TTEONCA	TALEGAON		
TTEONMT	TALEGAON		
TTEONT	TALEGAON		
TTEONTN	TALEGAON		
TLGOTA	TALEGAON BAZAR		
TLGDAZ	TALEGAON DASHASAR		
TLGMAY	TALEGAON DASHASAR		
TLDH	TALEGAON DHAMDHERE		
TLGOSAR	TALEGAON DHARAN		
TEGOSAR	TALEGAON DIGHE		
TLGOKAR	TALEGAON DIGHE		
TEONFT	TALEGAON FATA		
TLEGAA	TALEGAON FATA		
TLEGOANG	TALEGAON FATA		
TLGANDA	TALEGAON FATA		
TLGANSAB	TALEGAON FATA		
TLGDN	TALEGAON FATA		
TLGF	TALEGAON FATA		
TLGFMT	TALEGAON FATA		
TLGFTAA	TALEGAON FATA		
TLGFTN	TALEGAON FATA		
TLGFTWW	TALEGAON FATA		
TLGNNK	TALEGAON FATA		
TLGOHP	TALEGAON FATA		
TLGTA	TALEGAON FATA		
TGK	TALEGAON KHIND		
TLGCAZ	TALEGAON MOHANA		
